uid,type,SBU（部门）,PRD号码,产品名称,巴斯夫产品名称,产品别名,默认商店,线上购买链接,品牌,产品描述,产品分类,化学成分,外观,行业,特性和优点,应用行业,注册国家,"固含量
（%）",稀释剂[浓度],含水量,官能度，计算值,"分子量 
(Mw)","粘度, 25?C
(mPa.s)","粘度, 23?C
(Pa.s)",%NCO,K值,氯质量分数(%),酸值 （mg KOH/g）,"密度, 25?C (g/cm3)",玻璃化温度(?C),胺值 （mg KOH/g）,"pH 
(25oC)",最低成膜温度 (℃),冻融稳定性(-5 °C),羟值（mg KOH/g solids）,羟基含量（%基于固含）,软化点 (oC),VOC,粒径大小 nm,细度,色度 （Gardner),溶剂,包装,产地,样品包装,推荐配方
1,default,ED2,30634459,Dispex? ULTRA FA 4425 AN,Dispex? ULTRA FA 4425 AN,Dispex? ULTRA FA 4425 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,表面活性剂通用分散剂，比4420更亲水且防浮色发花,30,脂肪酸改性化合物,深褐色液体,"4,7",,,,100,,,,,,,,,,46,1.04,,47,,,,,,,,,,,,25kg,,"50427085,0,8#50427084,0,5",
1,default,ED2,30474495,Dispex? ULTRA FA 4431,Dispex? ULTRA FA 4431,Dispex? ULTRA FA 4431,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,水油通用无机颜填料分散剂,30,脂肪酸改性化合物,黄色浑浊液体,4,,,,98,,,,,,,,,,100,,,,,,,,,,,,,,,20kg,,"54980705,0,8#54980652,0,5",
1,default,ED2,30529258,Dispex? ULTRA FA 4437,Dispex? ULTRA FA 4437,Dispex? ULTRA FA 4437,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,水性涂料中防浮色发花、流平助剂,30,改性天然油脂,透明黄色液体,"67,4",,,,,,,,,,,,,,,1.03,,,7.5,,,,,,,,,,,200kg,,"50370539,0,8#50370533,0,5",
1,default,ED2,30529358,Dispex? ULTRA FA 4480,Dispex? ULTRA FA 4480,Dispex? ULTRA FA 4480,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,水性色浆用低分子量润湿分散剂,30,非离子表面活性剂,粘性液体,"67,4",,,,80,,,,,,,,,,,,,,6.5,,,,,,,,,,,220kg,,"50365667,0,8#50365027,0,5",
1,default,ED2,30629903,Dispex? ULTRA FA 4488,Dispex? ULTRA FA 4488,Dispex? ULTRA FA 4488,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,水油通用低分子量润湿分散剂,30,非离子表面活性剂,琥珀色液体,"67,4",,,,99.5,,,,,,,,,,,,,,6,,,,,,,,,,,,,,
1,default,ED2,30232730,Dispex? ULTRA PA 4550,Dispex? ULTRA PA 4550,Dispex? ULTRA PA 4550,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,水性工业和汽车涂料体系通用分散剂,30,改性丙烯酸酯聚合物,微黄色透明液体,4,,,,50,,,,,,,,,,,1.06,,28,,,,,,,,,,,,25kg  |  180kg  |  ,,"50111403,0,8#50111408,0,5",
1,default,ED2,30482896,Dispex? ULTRA PA 4560,Dispex? ULTRA PA 4560,Dispex? ULTRA PA 4560,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,水性工业和汽车涂料体系通用分散剂,30,改性丙烯酸酯聚合物,微黄色透明液体,4,,,,40,,,,,,,,,,,1.04,,25,,,,,,,,,,,,25kg  |  180kg  |  ,,"55842114,0,8#55842061,0,5",
1,default,ED2,30529235,Dispex? ULTRA PX 4275,Dispex? ULTRA PX 4275,Dispex? ULTRA PX 4275,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,高性能通用高分子润湿分散剂,30,亲水改性共聚物,黄色透明液体,"67,4,7",,,,37.5,,,,,,,,,,,1.06,,,,,,,,,,,,,,  |  150kg  |  ,,"50365177,0,8#50365149,0,5",
1,default,ED2,30727295,Dispex? ULTRA PX 4290,Dispex? ULTRA PX 4290,Dispex? ULTRA PX 4290,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,高性能通用高分子分散剂,30,改性聚合物,黄色透明液体,"67,4,7",,,,40,,,,,,,,,,,1.06,,,,,,,,,,,,,,18kg,,"50637902,0,8#50637901,0,5",
1,default,ED2,30639802,Dispex? ULTRA PX 4522,Dispex? ULTRA PX 4522,Dispex? ULTRA PX 4522,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,低泡非离子润湿分散剂,30,非离子化合物,无色微浑浊液体,4,,,,100,,,,,1000,,,,,,,,,7,,,,,,,,,,,,,"50440075,0,8#50440074,0,5",
1,default,ED2,30635913,Dispex? ULTRA PX 4525,Dispex? ULTRA PX 4525,Dispex? ULTRA PX 4525,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,水油通用分散剂,30,酸、胺官能复配化合物,褐色液体,4,,,,91,,,,,,,,,,33,1.08,,16,,,,,,,,,,,,,,,
1,default,ED2,30566525,Dispex? ULTRA PX 4575,Dispex? ULTRA PX 4575,Dispex? ULTRA PX 4575,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,可控自由基聚合（CFRP）的高性能分散剂,30,嵌段共聚物,透明微黄液体,"4,7",,,,40,,,,,,,,,,,,,32,,,,,,,,,,,,20kg,,"50284697,0,8#50284696,0,5",
1,default,ED2,30478348,Dispex? ULTRA PX 4585,Dispex? ULTRA PX 4585,Dispex? ULTRA PX 4585,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,可控自由基聚合（CFRP）的高性能无机颜料分散剂,30,嵌段共聚物,透明微黄液体,"4,7",,,,50,,,,,,,,,,,,,20,,,,,,,,,,,,20kg,,"55351917,0,8#55351864,0,5",14
1,default,ED2,30679599,Efka? FA 4606,Efka? FA 4606,Efka? FA 4606,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,低分子量无机颜填料、消光粉分散防沉剂,30,酸性聚酯聚酰胺,透明微黄液体,4,,,,51,,,,,,,,,,54,0.97,,,,,,,,,,,,,,18kg  |  190kg  |  ,,"50528591,0,8#50528579,0,5",
1,default,ED2,30605048,Efka? FA 4608 AN,Efka? FA 4608 AN,Efka? FA 4608 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,适用于无机颜料和填料的润湿分散剂,30,羟基改性不饱和羧酸,透明到微浑褐色液体,"4,7,68",,,,100,,,,,,,,,,,0.95,,85,,,,,,,,,,,,18kg  |  190kg  |  ,,"50377940,0,8#50377939,0,5",
1,default,ED2,30630458,Efka? FA 4609 AN,Efka? FA 4609 AN,Efka? FA 4609 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,适用于无机颜料（特别是TiO2）、填料的润湿分散剂,30,含酸性基团化合物,透明淡黄色液体,"4,7",,,,52,,,,,,,,,,50,1.03,,,,,,,,,,,,,,20kg  |  200kg  |  ,,"50421580,0,8#50421579,0,5",
1,default,ED2,30631854,Efka? FA 4610 AN,Efka? FA 4610 AN,Efka? FA 4610 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,适用于无机颜料、填料的润湿分散剂,30,含酸性基团化合物,透明淡黄色液体,"4,68",,,,50,,,,,,,,,,140,1.02,,,,,,,,,,,,,,20kg  |  180kg  |  ,,"50425021,0,8#50425000,0,5",
1,default,ED2,30675636,Efka? FA 4611,Efka? FA 4611,Efka? FA 4611,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,适用于无机颜料（特别是TiO2）、填料的润湿分散剂,30,含酸性基团化合物,透明淡黄色液体,"4,68",,,,100,,,,,,,,,,129,1.16,,,,,,,,,,,,,,20kg,,"50519029,0,8#50519027,0,5",
1,default,ED2,30631782,Efka? FA 4620 AN,Efka? FA 4620 AN,Efka? FA 4620 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,适用于无机颜料、填料的润湿分散剂,30,含酸性基团化合物,透明褐色液体,"4,7,68",,,,100,,,,,,,,,,290,1.25,,,,,,,,,,,,,,20kg  |  200kg  |  ,,"50424755,0,8#50424756,0,5",
1,default,ED2,30631603,Efka? FA 4644 AN,Efka? FA 4644 AN,Efka? FA 4644 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,无机颜填料（含膨润土）的分散防沉剂,30,不饱和聚酰胺羧酸盐,透明黄色液体,4,,,,52,,,,,,,,,,25,0.94,,16,,,,,,,,,,,,18kg  |  180kg  |  ,,"50424329,0,8#50424328,0,5",
1,default,ED2,30605041,Efka? FA 4654 AN,Efka? FA 4654 AN,Efka? FA 4654 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,无机颜填料（含膨润土）的分散防沉剂,30,不饱和聚酰胺羧酸盐,透明黄色液体,4,,,,52,,,,,,,,,,53,0.89,,51,,,,,,,,,,,,15kg  |  180kg  |  ,,"50378172,0,8#50378175,0,5",
1,default,ED2,30631871,Efka? FA 4663 AN,Efka? FA 4663 AN,Efka? FA 4663 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,无机颜填料（含膨润土）的分散防沉剂,30,不饱和聚酰胺羧酸盐,透明褐色液体,4,,,,46,,,,,,,,,,56,0.9,,,,,,,,,,,,,,15kg  |  180kg  |  ,,"50424977,0,8#50424974,0,5",
1,default,ED2,30472104,Efka? FA 4665,Efka? FA 4665,Efka? FA 4665,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,无机颜填料的降粘、分散、防沉剂,30,不饱和羧酸复配硅油,透明微褐色液体,"4,68",,,,52,,,,,,,,,,120,0.95,,,,,,,,,,,,,,18kg  |  180kg  |  ,,"50111672,0,8#50111676,0,5",
1,default,ED2,30439726,Efka? FA 4666,Efka? FA 4666,Efka? FA 4666,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,无机颜填料的降粘、分散、防沉剂,30,不饱和羧酸,透明微褐色液体,4,,,,52,,,,,,,,,,140,0.95,,,,,,,,,,,,,,18kg,,,
1,default,ED2,30566609,Efka? FL 3600,Efka? FL 3600,Efka? FL 3600,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,优异的流平抗缩孔，最强的基材润湿作用,33,氟改性丙烯酸酯,淡黄色液体,"4,7",,,,100,,,,,,,,,,,,,,,,,,,,,,,,,25kg,,"50284755,0,8#50284754,0,5",
1,default,ED2,30480125,Efka? FL 3670,Efka? FL 3670,Efka? FL 3670,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,改善了3600流平、消泡性能,33,氟改性丙烯酸酯,透明无色液体,4,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,"55512560,0,8#55512507,0,5",
1,default,ED2,30648525,Efka? FL 3740 EH,Efka? FL 3740 EH,Efka? FL 3740 EH,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,流平带脱泡效果，流平性最佳,33,丙烯酸酯共聚物,透明无色液体,"4,68",,,,100,,,,,,,,,,,,,,,,,,,,,,,,,15kg  |  180kg  |  ,,"50458610,0,8#50458608,0,5",
1,default,ED2,30531100,Efka? FL 3741,Efka? FL 3741,Efka? FL 3741,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,流平带脱泡效果,33,丙烯酸酯共聚物,透明无色液体,"4,68",,,,100,,,,,,,,,,,,,,,,,,,,,,,,,15kg  |  180kg  |  ,,"50365179,0,8#50286392,0,5",
1,default,ED2,30743821,Efka? FL 3750,Efka? FL 3750,Efka? FL 3750,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,相容性好，在清漆体系中不会导致浑浊及雾影,33,丙烯酸酯共聚物,透明无色液体,4,,,,98,,,,,10000,,,,,,,,,,,,,,,,,,,,,,"50670652,0,8#50670653,0,5",
1,default,ED2,30744984,Efka? FL 3755,Efka? FL 3755,Efka? FL 3755,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,相容性好，在清漆体系中不会导致浑浊及雾影,33,丙烯酸酯共聚物,透明无色液体,4,,,,52,,,,,50,,,,,,,,,,,,,,,,,,,,,,,
1,default,ED2,30562490,Efka? FL 3772,Efka? FL 3772,Efka? FL 3772,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,水油通用流平抗缩孔助剂（水性使用前中和）,33,氟改性丙烯酸酯,透明无色液体,4,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,18kg  |  190kg  |  ,,"50276950,0,8#50276947,0,5",
1,default,ED2,30655263,Efka? FL 3776,Efka? FL 3776,Efka? FL 3776,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,低泡，基材润湿流平性好,33,氟改性丙烯酸酯,透明无色液体,4,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,18kg  |  190kg  |  ,,"50471951,0,8#50471900,0,5",
1,default,ED2,30525303,Efka? FL 3777,Efka? FL 3777,Efka? FL 3777,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,低泡，基材润湿流平性好,33,氟改性丙烯酸酯,透明无色液体,"4,68",,,,70,,,,,,,,,,,,,,,,,,,,,,,,,18kg  |  190kg  |  ,,"50189910,0,8#50189907,0,5",
1,default,ED2,30529313,Efka? IO 6779,Efka? IO 6779,Efka? IO 6779,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,阳离子型导电助剂，适用于工业涂料,34,季铵盐的丁醇溶液,黄色液体,4,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,18kg,,"50379782,0,8#50379781,0,5",
1,default,ED2,30472105,Efka? IO 6782,Efka? IO 6782,Efka? IO 6782,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,阳离子型导电助剂，适用于工业涂料，尤其是静电喷涂,34,无卤素的阳离子化合物,透明黄色液体,4,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,18kg,,"50111683,0,8#50111682,0,5",
1,default,ED2,30712686,Efka? MI 6180,Efka? MI 6180,Efka? MI 6180,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,润湿并稳定溶剂型配方中的Attagel产品，高效活化剂,34,阳离子与丙二醇混合物,透明黄色液体,4,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,default,ED2,30472103,Efka? PA 4401,Efka? PA 4401,Efka? PA 4401,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,用于稳定无机颜料和有机颜料的高分子分散剂,30,改性丙烯酸酯聚合物,透明微黄色液体,4,,,,50,,,,,,,,,,,0.95,,51,,,,,,,,,,,,18kg  |  190kg  |  ,,"50111668,0,8#50111669,0,5",
1,default,ED2,30529213,Efka? PA 4450,Efka? PA 4450,Efka? PA 4450,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,适用于无机颜料和有机颜料的高分子分散剂,30,羧基官能化聚合物,无色液体,4,,,,50,,,,,,,,,,,1.02,,,,,,,,,,,,,,  |  200kg  |  ,,"50365649,0,8",
1,default,ED2,30634458,Efka? PB 2001 AN,Efka? PB 2001 AN,Efka? PB 2001 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,通用非硅类消泡剂,31,乙烯基聚合物溶液,无色到微黄透明液体,"4,7,68",,,,26,,,,,,,,,,,,,,,,,,,,,,,,,15kg  |  165kg  |  ,,"50427060,0,8#50427059,0,5",
1,default,ED2,30605159,Efka? PB 2020 AN,Efka? PB 2020 AN,Efka? PB 2020 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,通用非硅类消泡剂,31,非硅类破泡物质溶液,微黄透明液体,"4,7,68",,,,20,,,,,,,,,,,,,,,,,,,,,,,,,15kg  |  150kg  |  ,,"50378168,0,8#50378167,0,5",
1,default,ED2,30605073,Efka? PB 2720 AN,Efka? PB 2720 AN,Efka? PB 2720 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,相容性好的非硅类消泡剂，用于复合材料和UV体系,31,非硅类破泡物质溶液,无色到微黄浑浊液体,"4,7,68",,,,40,,,,,,,,,,,,,,,,,,,,,,,,,15kg  |  170kg  |  ,,"50377951,0,8#50377890,0,5",
1,default,ED2,30640129,Efka? PB 2744,Efka? PB 2744,Efka? PB 2744,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,100%固含量非硅类消泡剂，用于高固和无溶剂配方,31,破泡物质和有机硅混合物,无色到微黄浑浊液体,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,"50437831,0,8#50437832,0,",
1,default,ED2,30603945,Efka? PL 5381 AT,Efka? PL 5381 AT,Efka? PL 5381 AT,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,标准环氧增塑剂，耐迁移,34,环氧大豆油,淡黄色液体,"4,7,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,200kg,,"50370554,0,8#50370535,0,5",
1,default,ED2,30535705,Efka? PL 5382,Efka? PL 5382,Efka? PL 5382,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,标准环氧增塑剂，耐迁移，FDA认证,34,环氧大豆油,淡黄色液体,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50379786,0,8#50379785,0,5",
1,default,ED2,30605039,Efka? PU 4010 AN,Efka? PU 4010 AN,Efka? PU 4010 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,无机颜料尤其用于钛白粉、消光粉的分散剂,30,改性聚氨酯,淡黄色透明液体,"4,68",,,,50,,,,,,,,,,13,0.98,,6,,,,,,,,,,,,18kg  |  190kg  |  ,,"50378171,0,8#50378137,0,5",
1,default,ED2,30631874,Efka? PU 4015 AN,Efka? PU 4015 AN,Efka? PU 4015 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,高颜料含量的降粘性能好,30,改性聚氨酯,淡黄色透明液体,4,,,,49,,,,,,,,,,,1,,10,,,,,,,,,,,,20kg  |  190kg  |  ,,"50425013,0,8#50425012,0,5",
1,default,ED2,30631866,Efka? PU 4020 AN,Efka? PU 4020 AN,Efka? PU 4020 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,不含芳烃的4010高固含量产品,30,改性聚氨酯,淡黄色透明液体,"4,68",,,,65,,,,,,,,,,,1.04,,9,,,,,,,,,,,,20kg  |  210kg  |  ,,"50424918,0,8#50424917,0,5",
1,default,ED2,30631695,Efka? PU 4047 AN,Efka? PU 4047 AN,Efka? PU 4047 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,用于稳定无机颜料和有机颜料的高分子分散剂,30,改性聚氨酯,淡黄色透明液体,4,,,,35,,,,,,,,,,,0.98,,,,,,,,,,,,,,18kg,,"50424415,0,8#50424414,0,5",
1,default,ED2,30605028,Efka? PU 4050 AN,Efka? PU 4050 AN,Efka? PU 4050 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,用于稳定无机颜料和有机颜料的高分子分散剂,30,改性聚氨酯,淡黄色透明液体,4,,,,45,,,,,,,,,,,1,,12,,,,,,,,,,,,25kg  |  190kg  |  ,,"50378177,0,8#50378178,0,5",
1,default,ED2,30478751,Efka? PU 4061,Efka? PU 4061,Efka? PU 4061,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,用于分散稳定尤其是有机颜料的高分子分散剂,30,改性聚氨酯,淡黄色透明液体,"4,7,68",,,,30,,,,,,,,,,,0.95,,8,,,,,,,,,,,,18kg  |  190kg  |  ,,"55402691,0,8#55402638,0,5",
1,default,ED2,30631873,Efka? PU 4063 AN,Efka? PU 4063 AN,Efka? PU 4063 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,用于高品质色浆，对有机颜料尤其炭黑有抗絮凝作用,30,改性聚氨酯,淡黄色透明液体,"4,7,68",,,,45,,,,,,,,,,,0.99,,,,,,,,,,,,,,18kg  |  200kg  |  ,,"50424988,0,8#50424987,0,5",
1,default,ED2,30474157,Efka? PX 4300,Efka? PX 4300,Efka? PX 4300,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,基于可控自由基聚合（CFRP）的高性能通用分散剂,30,可控自由基嵌段聚合物,透明褐色液体,4,,,,80,,,,,,,,,,,1.01,,57,,,,,,,,,,,,20kg,,"54931680,0,8#54931627,0,5",
1,default,ED2,30479495,Efka? PX 4310,Efka? PX 4310,Efka? PX 4310,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,基于可控自由基聚合（CFRP）的高色素炭黑用分散剂,30,可控自由基嵌段聚合物,透明微橙色液体,"4,7",,,,50,,,,,,,,,,,1.04,,20,,,,,,,,,,,,20kg  |  200kg  |  ,,"55458606,0,8#55458553,0,5",
1,default,ED2,30479563,Efka? PX 4320,Efka? PX 4320,Efka? PX 4320,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,基于可控自由基聚合（CFRP）的高性能通用分散剂,30,可控自由基嵌段聚合物,透明微橙色液体,"4,7",,,,50,,,,,,,,,,,1.04,,28,,,,,,,,,,,,20kg  |  200kg  |  ,,"50149776,0,8#55464383,0,5",
1,default,ED2,30474151,Efka? PX 4330,Efka? PX 4330,Efka? PX 4330,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,基于可控自由基聚合（CFRP）的高性能通用分散剂,30,可控自由基嵌段聚合物,透明褐色液体,"4,7",,,,70,,,,,,,,,,,1.03,,29,,,,,,,,,,,,20kg,,"54931044,0,8#54930991,0,5",
1,default,ED2,30476257,Efka? PX 4340,Efka? PX 4340,Efka? PX 4340,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,基于可控自由基聚合（CFRP）的高性能通用分散剂,30,可控自由基嵌段聚合物,透明黄褐色液体,"4,7",,,,55,,,,,,,,,,,1,,4,,,,,,,,,,,,20kg,,"55160587,0,8#55160534,0,5",
